gene_id,CONT1,CONT2,CONT3,CONT4,CONT5,CONT6,TREA1,TREA2,TREA3,TREA4,TREA5,TREA6
GENE01330,2505,984,2531,1046,1555,1946,1561,2105,931,699,1486,1660
GENE01331,2,6,12,10,8,4,8,13,17,6,9,19
GENE01332,337,542,628,999,329,339,426,1145,856,563,326,311
GENE01333,274,568,510,736,802,736,568,249,576,577,506,706
GENE01334,319,405,243,264,308,129,205,81,377,161,209,207
GENE01335,265,349,219,172,236,150,297,204,304,289,239,420
GENE01336,697,416,379,352,319,525,352,306,208,385,452,412
GENE01337,102,155,62,143,122,172,87,190,112,235,199,80
GENE01338,374,131,212,379,272,148,245,299,239,189,228,178
GENE01339,73,82,35,59,46,40,64,46,39,84,71,41
GENE01340,43,10,12,24,15,26,7,20,19,17,13,10
GENE01341,2915,638,568,631,717,997,565,1092,1188,762,1366,1001
GENE01342,6,5,0,0,0,6,3,7,7,1,4,1
GENE01343,198,212,286,110,331,213,158,151,323,234,101,148
GENE01344,39,73,107,53,44,20,69,50,45,12,103,36
GENE01345,47,18,76,49,42,28,26,51,32,33,45,27
GENE01346,1260,1697,1348,1780,856,1731,1800,654,1320,485,2524,613
GENE01347,1030,529,560,892,819,929,484,759,951,464,297,958
GENE01348,1010,1132,1324,1734,1494,564,300,1243,1761,1067,2398,1926
GENE01349,651,201,438,457,271,680,611,732,249,586,646,829
GENE01350,392,349,430,532,577,307,420,492,263,586,466,363
GENE01351,902,1103,1321,841,1495,1103,1698,880,571,832,2071,1008
GENE01352,149,397,383,169,293,359,330,355,238,417,300,483
GENE01353,146,96,107,193,183,298,126,323,172,147,244,137
GENE01354,143,291,159,83,136,393,343,479,130,250,144,71
GENE01355,1006,1211,582,1739,1213,856,659,1518,1201,1445,983,825
GENE01356,43,49,31,21,59,40,22,45,75,43,14,35
GENE01357,13,8,4,25,8,15,21,15,9,7,9,4
GENE01358,8,12,16,10,20,9,13,8,21,5,13,12
GENE01359,27,20,19,15,7,19,38,19,16,19,22,27
GENE01360,15,3,11,3,20,3,13,12,5,4,11,6
GENE01361,170,358,257,265,287,356,422,307,273,293,382,295
GENE01362,2,0,4,8,9,10,8,7,0,11,13,12
GENE01363,78,47,85,56,82,83,96,66,95,66,75,56
GENE01364,7,20,17,15,12,21,12,28,8,15,23,12
GENE01365,53,77,21,86,46,102,210,113,59,51,57,44
GENE01366,23,4,6,9,7,4,7,11,11,4,10,9
GENE01367,61,28,69,56,74,33,32,60,125,26,59,79
GENE01368,33,40,107,85,26,38,67,62,70,36,56,15
GENE01369,32,52,16,24,53,103,45,51,72,30,25,22
GENE01370,58,27,23,43,25,38,42,24,28,40,66,29
GENE01371,130,51,63,153,268,106,145,149,159,108,146,279
GENE01372,8,7,10,13,7,4,12,15,13,9,9,7
GENE01373,255,207,256,82,136,94,200,130,114,215,131,271
GENE01374,1590,583,900,666,926,418,329,651,730,715,633,719
GENE01375,84,163,133,117,50,133,85,140,133,179,135,118
GENE01376,396,264,206,294,412,336,267,146,386,686,124,179
GENE01377,480,318,127,167,257,151,234,162,317,292,373,433
GENE01378,21,61,52,19,41,30,41,32,39,32,32,13
GENE01379,1951,2077,1052,2752,1520,2128,1215,2017,5150,1390,1540,1249
GENE01380,578,520,784,651,602,1123,1140,507,509,1189,632,549
GENE01381,2491,1880,1211,1864,2442,1210,2501,1745,1719,886,1213,1814
GENE01382,3,4,9,9,5,8,1,4,4,12,2,10
GENE01383,11,5,3,15,3,5,6,15,4,8,8,10
GENE01384,6,5,16,1,1,3,4,2,5,7,6,1
GENE01385,9,21,18,15,1,9,8,12,16,8,20,12
GENE01386,2,1,14,7,14,13,14,7,8,7,5,8
GENE01387,7,6,21,7,21,29,20,6,23,16,15,19
GENE01388,21,43,23,11,39,37,19,17,14,26,5,26
GENE01389,393,418,522,689,469,616,663,422,471,785,548,442
GENE01390,244,206,611,247,399,390,506,339,736,648,408,460
GENE01391,637,267,711,418,324,924,852,1383,1311,1230,358,627
GENE01392,1808,1382,767,1172,969,907,948,1282,2179,1551,994,1206
GENE01393,1355,1250,805,971,629,1093,1674,710,2486,1163,1309,995
GENE01394,954,1128,1679,1955,1965,1702,1845,2071,2668,1989,1221,3501
GENE01395,104,133,120,199,181,132,104,103,67,50,198,124
GENE01396,95,161,240,144,239,190,110,164,107,159,142,103
GENE01397,1988,2577,1715,2466,1486,2404,990,2570,1088,3702,1341,2528
GENE01398,40,13,18,13,12,11,10,26,4,29,16,27
GENE01399,28,25,29,19,26,46,24,14,23,23,24,29
GENE01400,188,392,195,432,244,482,120,270,148,313,271,466
GENE01401,751,396,325,117,589,410,544,218,318,294,493,362
GENE01402,109,99,135,115,159,92,122,145,72,154,144,176
GENE01403,208,128,102,215,36,183,182,109,226,186,196,149
GENE01404,336,286,342,159,231,287,41,240,334,411,104,218
GENE01405,9,16,12,5,16,13,4,6,15,18,11,13
GENE01406,37,38,12,13,41,32,17,19,45,27,27,32
GENE01407,37,23,19,27,27,25,15,28,11,8,26,53
GENE01408,526,582,362,263,354,254,276,730,389,234,442,291
GENE01409,364,391,588,478,644,198,701,727,462,501,479,788
GENE01410,73,10,17,27,21,62,20,23,20,15,12,28
GENE01411,141,135,148,136,96,230,204,115,156,151,213,129
GENE01412,9,4,4,6,5,13,4,3,9,4,4,2
GENE01413,7,10,11,13,11,6,9,16,11,2,9,8
GENE01414,45,92,155,147,271,95,147,106,138,72,83,221
GENE01415,13,16,22,10,5,12,19,12,13,6,17,11
GENE01416,90,205,226,122,61,80,119,109,65,73,112,169
GENE01417,8,13,8,17,19,14,8,9,14,11,13,6
GENE01418,238,250,325,653,322,299,300,217,485,340,369,204
GENE01419,8,9,8,4,11,6,18,10,33,12,8,7
GENE01420,86,56,102,103,46,98,73,78,92,96,95,168
GENE01421,423,750,440,777,348,288,179,824,702,915,356,449
GENE01422,17,18,33,18,48,22,29,26,37,29,32,24
GENE01423,555,747,536,665,918,930,708,770,652,703,1184,508
GENE01424,254,372,131,182,278,426,333,224,393,273,173,464
GENE01425,21,65,73,44,33,70,98,94,67,40,53,52
GENE01426,1761,2694,955,1097,1604,1594,1333,1477,713,1577,615,1193
GENE01427,511,1183,1000,583,1475,854,829,699,1039,1572,1082,1218
GENE01428,65,66,178,105,87,173,97,173,156,40,67,131
GENE01429,7,5,15,3,4,15,2,5,3,8,1,3
GENE01430,13,11,18,9,15,18,12,17,15,17,13,4
GENE01431,31,29,56,30,54,40,73,44,35,20,56,24
GENE01432,56,150,100,60,51,107,51,71,126,96,46,111
GENE01433,5,4,5,6,5,15,12,5,5,3,3,6
GENE01434,74,35,141,37,52,96,91,99,79,198,24,67
GENE01435,2119,1400,2610,1220,1383,895,1571,2382,1361,2391,2546,835
GENE01436,77,134,142,111,159,193,97,58,198,213,109,100
GENE01437,9,11,2,18,6,29,10,34,13,30,14,15
GENE01438,19,21,35,27,22,7,15,14,19,16,13,27
GENE01439,607,498,437,529,987,271,355,759,457,791,546,642
GENE01440,940,404,1030,725,942,764,378,877,1024,829,581,823
GENE01441,5,6,7,7,5,4,5,4,4,4,9,4
GENE01442,213,268,237,229,165,273,197,185,258,441,175,447
GENE01443,426,828,671,443,752,376,653,467,414,765,917,733
GENE01444,309,154,258,159,491,257,195,335,119,210,347,205
GENE01445,125,228,127,129,78,171,73,71,122,82,206,182
GENE01446,52,28,30,59,25,36,52,38,46,45,32,39
GENE01447,168,131,124,134,247,223,192,235,193,121,126,396
GENE01448,8,5,1,8,4,7,6,5,17,10,3,10
GENE01449,6,3,5,2,10,2,4,7,1,4,9,1
GENE01450,416,251,184,308,212,540,208,479,143,412,342,332
GENE01451,629,1348,1102,940,486,989,916,1006,897,663,537,457
GENE01452,1378,1414,1302,1858,1415,693,521,1153,1211,940,2121,934
GENE01453,380,934,1108,1092,689,1359,462,823,1573,779,842,449
GENE01454,49,11,41,22,31,19,27,20,25,12,10,21
GENE01455,23,41,6,23,42,46,21,32,15,59,21,39
GENE01456,30,54,52,37,52,40,48,26,49,52,51,52
GENE01457,431,174,263,262,95,253,347,246,410,281,256,219
GENE01458,3,5,15,3,5,5,3,3,11,8,5,10
GENE01459,1337,808,655,994,330,866,789,888,692,462,573,448
GENE01460,723,897,410,526,351,585,630,394,399,1048,715,336
GENE01461,1019,1046,1254,1440,2359,1103,1432,813,954,1247,978,817
GENE01462,29,23,30,41,17,17,37,24,23,29,16,15
GENE01463,35,54,40,25,55,38,85,37,50,54,23,59
GENE01464,87,87,130,65,54,88,68,65,148,90,181,154
GENE01465,5,8,36,31,37,8,18,21,19,18,16,32
GENE01466,357,198,248,268,180,376,176,121,125,364,149,146
GENE01467,243,567,258,183,307,163,348,467,60,277,135,273
GENE01468,7,5,6,9,4,12,14,10,7,5,16,10
GENE01469,5,23,8,8,4,13,5,9,13,8,2,8
GENE01470,9,9,12,14,7,6,14,21,13,12,10,11
GENE01471,239,239,179,302,84,217,232,193,81,198,215,206
GENE01472,93,91,114,96,74,97,127,68,115,144,96,91
GENE01473,42,21,71,46,47,27,38,74,31,11,58,46
GENE01474,10,24,15,11,38,3,14,20,33,11,11,15
GENE01475,1093,1219,1025,1739,1479,1571,2874,1226,1011,755,2038,1255
GENE01476,14,21,17,10,48,26,50,11,16,30,42,33
GENE01477,26,25,16,13,27,21,11,28,12,14,25,25
GENE01478,7,2,4,5,8,11,1,7,5,4,5,6
GENE01479,2368,2031,3186,1353,1513,2073,1667,1795,2181,1803,1597,3425
GENE01480,49,80,27,33,70,54,59,28,98,67,59,29
GENE01481,7,2,7,9,7,3,9,6,7,7,4,1
GENE01482,18,10,13,19,3,11,4,10,1,9,7,11
GENE01483,29,61,74,46,54,52,60,52,102,46,36,53
GENE01484,141,153,103,98,306,83,83,192,168,94,86,84
GENE01485,164,106,231,163,123,119,139,222,135,224,256,186
GENE01486,105,116,77,59,96,145,93,50,85,161,120,101
GENE01487,7,12,13,10,2,10,4,9,4,4,17,5
GENE01488,287,335,295,171,105,186,260,131,153,237,218,219
GENE01489,19,30,19,20,3,29,17,15,42,10,4,29
GENE01490,49,75,45,57,72,42,25,49,46,21,38,94
GENE01491,136,223,158,219,104,128,228,57,171,93,193,154
GENE01492,23,7,7,17,8,9,17,11,17,10,10,18
GENE01493,91,73,46,42,79,49,124,32,40,97,46,48
GENE01494,58,46,61,34,79,117,38,56,62,37,52,33
GENE01495,5,15,7,7,9,14,7,4,5,7,5,13
GENE01496,307,504,365,317,590,711,311,619,430,484,721,694
GENE01497,137,170,223,252,222,192,116,226,176,153,180,229
GENE01498,8,13,10,20,18,10,14,20,11,20,24,6
GENE01499,763,791,378,218,347,603,183,521,326,270,231,451
GENE01500,662,571,630,131,282,433,458,521,286,349,578,562
GENE01501,2960,1977,2407,1552,2213,708,1281,684,1258,1977,1024,909
GENE01502,4,8,6,6,12,11,12,5,6,12,21,13
GENE01503,408,1750,958,762,760,751,695,455,1589,370,820,1007
GENE01504,12,6,5,13,7,14,7,11,10,6,14,3
GENE01505,82,52,60,66,51,67,63,23,76,50,42,46
GENE01506,28,15,6,16,28,24,15,15,40,31,18,49
GENE01507,26,20,16,14,21,16,8,20,18,36,30,20
GENE01508,21,7,33,37,20,24,19,8,19,47,21,22
GENE01509,15,10,7,6,12,15,14,6,11,3,21,12
GENE01510,78,31,47,42,37,34,59,55,25,28,24,22
GENE01511,45,27,3,24,31,46,53,18,30,23,33,10
GENE01512,7,8,4,5,5,9,4,4,15,8,4,10
GENE01513,252,188,208,284,217,300,339,208,301,287,218,112
GENE01514,13,15,7,13,13,18,14,9,7,26,11,15
GENE01515,216,303,249,296,213,334,143,294,360,604,284,190
GENE01516,12,20,8,18,26,36,34,27,11,25,30,21
GENE01517,17,11,2,4,9,12,8,10,13,16,8,15
GENE01518,92,55,43,130,78,67,90,81,77,128,59,129
GENE01519,318,601,385,160,258,509,204,185,256,339,421,181
GENE01520,32,66,33,60,60,39,12,32,51,27,38,36
GENE01521,22,35,39,56,15,32,44,49,35,85,8,52
GENE01522,577,386,114,397,286,221,298,255,527,427,288,423
GENE01523,518,251,500,351,454,566,979,417,441,682,207,368
GENE01524,425,467,403,248,326,780,482,495,353,466,626,621
GENE01525,1025,778,775,1092,878,287,977,487,982,1087,402,909
GENE01526,23,11,9,19,33,13,21,6,44,8,33,7
GENE01527,18,29,28,23,29,30,14,63,39,23,15,43
GENE01528,347,603,576,701,286,847,817,402,408,738,431,461
GENE01529,59,51,96,71,60,63,91,53,94,51,19,140
GENE01530,246,212,180,191,182,239,273,450,267,297,356,206
GENE01531,124,139,51,100,82,146,98,101,205,195,161,131
GENE01532,154,198,96,216,251,176,236,362,151,457,171,157
GENE01533,270,399,512,494,478,624,237,426,278,480,511,488
GENE01534,9,4,4,1,9,5,10,2,5,4,12,7
GENE01535,46,160,90,102,93,109,66,102,118,101,72,108
GENE01536,30,14,36,13,13,17,13,30,15,26,12,19
GENE01537,117,136,116,101,124,185,138,121,183,87,85,152
GENE01538,44,61,123,43,72,208,81,163,101,204,134,112
GENE01539,313,482,453,417,345,599,501,363,461,741,418,487
GENE01540,86,47,37,57,36,42,47,70,100,48,35,48
GENE01541,1417,2151,1705,1746,1186,1822,1326,1541,1223,879,2172,903
GENE01542,899,1266,1182,492,603,597,1093,690,995,747,1306,856
GENE01543,13,6,5,5,14,4,10,14,12,16,7,9
GENE01544,944,1162,820,604,808,840,667,1162,1005,665,1711,1621
GENE01545,8,6,9,6,7,14,16,15,3,2,3,7
GENE01546,11,9,8,6,3,4,8,8,3,12,18,11
GENE01547,10,5,18,8,12,1,10,5,20,2,17,10
GENE01548,64,88,37,47,39,43,110,36,49,128,66,71
GENE01549,69,39,63,116,83,116,84,70,120,95,95,129
GENE01550,70,42,50,49,50,56,89,48,65,34,61,76
GENE01551,111,77,86,158,77,84,44,87,89,94,99,79
GENE01552,4,2,6,7,2,8,7,11,10,6,7,3
GENE01553,479,876,568,246,619,508,1105,587,531,678,706,430
GENE01554,36,44,16,42,35,38,36,35,54,93,26,93
GENE01555,217,195,293,436,387,248,130,161,354,310,221,354
GENE01556,9,9,13,27,23,9,19,10,36,18,14,16
GENE01557,2051,1848,2851,922,1587,519,1043,729,2334,1594,1492,1040
GENE01558,18,14,9,28,16,8,26,39,17,17,47,17
GENE01559,86,261,150,161,69,113,139,102,179,85,116,126
GENE01560,142,102,77,107,172,127,113,118,67,125,92,141
GENE01561,9,5,8,7,9,6,11,11,9,19,3,8
GENE01562,292,118,502,556,445,380,656,663,494,353,589,391
GENE01563,1541,906,410,648,657,396,1104,1101,466,549,829,956
GENE01564,170,46,89,153,45,160,129,63,143,61,97,77
GENE01565,2788,1361,1789,2184,3978,3143,2641,3455,1842,895,1312,1795
GENE01566,1844,2391,2390,2319,1051,1226,1710,2186,3610,2151,2324,1809
GENE01567,33,27,35,45,64,21,14,53,52,59,20,30
GENE01568,36,19,29,23,19,35,20,18,16,48,20,47
GENE01569,10,6,16,6,13,8,10,21,6,6,15,13
GENE01570,14,22,22,10,9,12,10,21,5,13,28,18
GENE01571,25,26,32,18,21,32,24,23,24,31,8,33
GENE01572,344,943,814,409,1127,336,699,596,533,561,796,573
GENE01573,2,5,4,10,14,7,3,5,5,6,3,11
GENE01574,26,10,26,31,21,17,12,7,10,39,13,22
GENE01575,37,29,26,14,24,21,21,10,39,41,18,12
GENE01576,68,90,59,93,31,51,48,55,104,46,104,41
GENE01577,13,31,42,11,18,25,29,45,9,34,14,29
GENE01578,795,717,1061,1556,1146,1466,755,677,454,1176,1238,1234
GENE01579,781,614,358,647,316,624,872,422,612,901,415,459
GENE01580,39,38,37,22,13,54,42,19,51,26,40,47
GENE01581,668,479,900,1165,921,1450,813,726,477,507,778,862
GENE01582,11,7,7,4,4,3,4,6,7,7,16,14
GENE01583,18,52,21,16,28,18,33,23,27,21,25,15
GENE01584,347,1155,1225,651,277,564,1093,761,1243,1165,1387,1110
GENE01585,385,295,232,308,260,500,316,449,347,356,238,416
GENE01586,108,88,92,155,173,102,140,166,85,112,142,145
GENE01587,236,220,160,128,151,102,337,246,560,278,131,337
GENE01588,15,6,6,10,3,9,7,15,3,16,10,15
GENE01589,342,477,386,480,486,270,495,517,311,344,663,659
GENE01590,144,204,432,108,146,152,249,98,119,240,211,119
GENE01591,202,142,71,159,140,153,93,150,172,275,92,110
GENE01592,218,104,169,210,127,209,121,204,123,97,145,235
GENE01593,9,13,9,4,22,11,8,10,19,7,26,15
GENE01594,45,115,94,50,44,40,54,55,98,55,54,86
GENE01595,1021,1654,1059,1890,907,728,1916,1224,1101,2241,1337,1149
GENE01596,4,5,11,4,22,5,7,10,10,6,10,10
GENE01597,927,788,1315,1210,955,1559,604,910,733,472,349,630
GENE01598,52,86,53,94,96,49,61,103,75,95,56,58
GENE01599,52,112,55,92,66,56,43,67,87,85,30,61
GENE01600,127,98,123,78,156,100,83,72,55,76,95,88
GENE01601,18,25,7,4,13,25,12,12,9,3,13,15
GENE01602,15,30,11,18,45,7,23,17,27,16,6,8
GENE01603,935,479,2271,781,757,1760,1499,1495,845,2245,1065,650
GENE01604,951,1846,1510,760,1572,1049,1516,736,1903,1399,1263,1277
GENE01605,625,638,514,862,912,1243,591,721,823,503,287,685
GENE01606,19,12,20,9,30,13,7,14,17,14,12,20
GENE01607,3,9,8,7,8,3,5,5,12,6,11,21
GENE01608,13,3,16,18,25,18,21,25,26,19,28,8
GENE01609,57,73,76,32,114,74,56,93,101,41,44,114
GENE01610,31,12,37,34,32,29,35,18,33,40,23,20
GENE01611,17,36,20,15,26,15,14,24,13,9,9,19
GENE01612,4,13,12,5,3,12,4,6,3,1,2,5
GENE01613,1864,1309,1356,1394,954,2714,683,288,413,690,1180,412
GENE01614,68,45,89,82,105,68,66,31,49,48,39,56
GENE01615,41,98,47,41,48,43,42,73,35,35,36,54
GENE01616,201,179,209,151,71,243,158,83,102,81,77,188
GENE01617,9,5,9,7,5,4,2,6,10,5,7,11
GENE01618,3,4,6,5,6,5,14,2,14,11,5,15
GENE01619,129,105,171,78,97,116,71,44,83,72,47,89
GENE01620,1159,475,400,494,537,1043,567,808,1189,1639,602,981
GENE01621,19,210,109,106,68,109,38,118,58,81,118,107
GENE01622,13,9,21,3,1,10,5,15,9,21,18,8
GENE01623,87,60,60,51,66,97,69,64,53,50,86,32
GENE01624,32,37,61,40,75,32,44,52,32,22,33,53
GENE01625,20,14,3,14,11,6,7,13,6,13,4,13
GENE01626,63,62,78,44,75,79,39,71,105,131,152,58
GENE01627,156,177,157,110,129,203,275,181,189,188,103,122
GENE01628,51,70,85,57,40,61,44,93,43,103,34,92
GENE01629,410,584,638,852,395,398,273,1004,420,583,443,569
GENE01630,852,666,708,1524,1675,1585,1090,1097,1358,796,1559,1042
GENE01631,146,51,85,52,159,54,95,74,114,72,64,201
GENE01632,443,1409,821,1080,2204,1879,1134,669,1554,2898,952,588
GENE01633,31,22,27,41,22,23,37,55,55,18,17,13
GENE01634,723,693,1056,1211,484,1535,832,246,1236,1517,494,1181
GENE01635,4,5,2,4,4,6,5,11,9,2,13,1
GENE01636,6,9,15,5,6,11,5,11,15,3,7,12
GENE01637,108,109,48,18,72,76,59,82,123,77,73,62
GENE01638,122,164,242,126,256,181,144,290,316,120,118,179
GENE01639,24,23,54,51,29,50,57,35,37,15,33,25
GENE01640,18,18,49,17,56,54,22,37,67,29,55,40
GENE01641,258,311,132,185,432,230,409,141,217,372,360,466
GENE01642,21,6,11,20,29,6,5,25,23,16,23,10
GENE01643,215,408,695,435,237,691,124,430,364,416,396,281
GENE01644,40,50,99,64,63,91,49,19,34,66,39,120
GENE01645,88,92,36,34,31,55,40,21,18,47,62,31
GENE01646,123,86,125,256,137,127,138,223,181,251,116,270
GENE01647,2210,1423,2317,1223,1024,1438,818,788,1002,1704,1191,1267
GENE01648,274,255,151,196,163,117,299,263,249,171,348,169
GENE01649,19,3,5,16,2,13,4,9,9,9,10,12
GENE01650,53,58,36,15,53,41,93,60,132,172,48,73
GENE01651,256,160,295,176,201,117,170,212,103,195,282,56
GENE01652,36,51,26,16,44,21,58,13,49,41,25,31
GENE01653,12,4,6,18,15,6,18,8,12,11,47,24
GENE01654,65,54,56,53,72,149,39,164,88,131,70,32
GENE01655,339,232,368,191,319,180,372,307,188,108,493,457
GENE01656,218,101,99,202,160,63,149,36,93,92,85,97
GENE01657,326,197,141,204,183,244,352,426,332,285,175,280
GENE01658,224,222,330,119,175,166,192,227,190,178,177,176
GENE01659,47,43,41,62,67,39,50,77,49,74,63,60
GENE01660,6,3,14,7,11,5,12,3,5,8,10,11
GENE01661,342,334,371,606,600,223,916,384,649,694,824,566
GENE01662,968,675,1152,1229,458,659,802,736,520,1356,655,1458
GENE01663,485,544,652,627,235,245,503,603,329,762,282,370
GENE01664,6,8,3,12,0,5,6,5,7,6,5,7
GENE01665,15,24,14,7,11,11,19,16,11,14,14,16
GENE01666,520,148,500,500,387,543,468,345,301,233,392,247
GENE01667,3,13,9,10,13,11,5,5,5,8,15,5
GENE01668,504,383,432,99,169,308,516,335,566,216,553,415
GENE01669,19,13,36,10,11,22,26,18,10,9,15,18
GENE01670,305,398,106,370,437,445,224,321,231,203,297,182
GENE01671,298,215,425,321,572,239,345,296,303,228,512,221
GENE01672,701,889,635,987,661,1177,2050,726,569,1136,1845,1435
GENE01673,74,50,100,127,128,62,42,67,70,93,39,74
GENE01674,159,333,282,153,203,245,194,126,239,248,148,137
GENE01675,73,61,125,93,68,61,63,90,90,61,117,42
GENE01676,300,319,214,96,178,200,349,222,286,224,349,210
GENE01677,151,99,140,84,108,112,245,194,179,82,207,131
GENE01678,172,190,276,41,166,113,101,112,250,96,164,102
GENE01679,5,8,9,5,4,6,4,5,3,8,9,5
GENE01680,283,127,314,59,230,252,341,99,280,276,212,313
GENE01681,1316,1353,1040,871,1014,660,1730,1123,1766,2019,1346,1546
GENE01682,422,504,388,269,448,378,798,630,520,877,361,435
GENE01683,14,17,11,11,15,28,9,14,24,14,23,20
GENE01684,102,80,50,19,47,38,28,31,29,87,63,55
GENE01685,11,24,27,19,15,15,11,16,9,18,17,14
GENE01686,2618,2026,2655,1525,1047,1030,1750,3461,1850,1483,2040,681
GENE01687,59,38,95,49,75,76,112,130,86,64,100,72
GENE01688,72,131,104,81,96,61,113,73,76,68,136,93
GENE01689,511,578,616,509,1240,1126,515,385,341,986,450,631
GENE01690,2,0,8,9,6,8,6,2,10,3,6,7
GENE01691,272,394,569,210,303,522,131,268,187,426,297,334
GENE01692,55,17,27,52,17,26,44,56,37,16,16,22
GENE01693,17,6,25,21,8,15,13,12,5,8,18,7
GENE01694,230,226,284,247,268,196,139,74,171,123,190,164
GENE01695,40,39,26,29,18,26,39,8,40,8,33,26
GENE01696,82,47,62,20,80,76,44,36,31,39,93,70
GENE01697,457,513,365,615,583,486,451,1126,773,407,627,276
GENE01698,217,224,143,163,246,287,173,99,223,315,211,143
GENE01699,406,454,653,270,275,268,803,410,502,498,606,310
GENE01700,40,80,60,91,52,24,64,41,92,38,19,53
GENE01701,71,91,131,153,107,42,127,122,94,43,154,156
GENE01702,782,599,2291,789,644,1336,522,1073,1509,1041,1181,850
GENE01703,96,234,127,124,85,107,77,96,138,108,93,173
GENE01704,3,8,10,9,13,15,7,7,9,17,13,4
GENE01705,1325,1247,2258,1181,682,1098,787,2387,1397,1748,862,491
GENE01706,56,44,77,78,82,29,49,83,110,56,37,177
GENE01707,1054,1710,515,1022,949,1651,852,1018,845,263,514,199
GENE01708,378,262,196,425,242,224,99,118,186,162,154,149
GENE01709,578,138,342,463,200,100,800,454,76,715,672,579
GENE01710,24,6,9,14,16,38,23,15,16,33,8,18
GENE01711,30,6,15,2,7,20,9,18,12,18,7,6
GENE01712,116,72,115,48,15,82,68,99,91,118,103,63
GENE01713,490,914,728,720,960,973,291,532,607,514,570,819
GENE01714,40,28,6,21,22,39,30,32,15,13,30,27
GENE01715,9,8,5,4,2,7,17,7,10,7,11,7
GENE01716,12,22,16,20,13,28,25,10,7,4,3,15
GENE01717,958,478,646,1215,425,747,304,767,584,752,1376,476
GENE01718,7,2,6,7,7,10,6,2,13,7,1,5
GENE01719,78,83,149,59,144,125,79,124,59,68,84,88
GENE01720,17,28,16,27,19,35,16,14,27,20,9,24
GENE01721,39,40,28,13,28,24,34,28,27,30,18,28
GENE01722,4,5,4,13,6,8,7,7,8,3,3,5
GENE01723,36,49,19,89,92,44,61,42,73,50,44,36
GENE01724,91,50,57,50,42,121,45,58,54,62,77,18
GENE01725,923,579,494,1277,1672,1034,1261,593,1514,641,440,958
GENE01726,386,165,328,589,555,658,456,443,268,529,404,266
GENE01727,769,354,488,421,799,1053,230,310,626,680,524,323
GENE01728,4,2,5,10,10,5,8,5,10,10,8,11
GENE01729,20,23,18,13,17,10,21,15,18,34,16,51
GENE01730,40,25,42,37,42,27,42,24,19,15,43,16
GENE01731,90,126,120,259,177,271,112,171,266,247,195,384
GENE01732,149,210,124,131,158,144,113,172,228,180,166,165
GENE01733,30,80,53,66,12,43,50,51,20,66,33,54
GENE01734,204,214,145,236,105,97,157,181,339,378,157,106
GENE01735,35,12,34,26,11,45,36,24,19,45,42,48
GENE01736,24,30,14,11,22,26,24,8,29,12,19,21
GENE01737,48,60,46,17,27,56,21,31,8,25,26,48
GENE01738,1018,455,833,617,430,306,964,498,735,586,415,443
GENE01739,262,397,374,384,367,392,317,405,325,355,463,188
GENE01740,12,14,13,10,20,14,7,30,18,20,2,26
GENE01741,473,379,558,814,496,448,626,517,633,279,603,431
GENE01742,6,11,8,10,1,7,1,4,1,1,6,5
GENE01743,2030,1046,770,828,668,950,1047,928,1294,421,1024,972
GENE01744,97,129,47,217,143,20,112,38,105,146,82,127
GENE01745,146,137,49,210,77,105,174,57,216,163,96,161
GENE01746,1396,407,934,978,1222,2141,733,932,1617,1116,982,1160
GENE01747,186,209,214,160,221,135,151,380,203,112,434,300
GENE01748,2134,1745,880,2004,1540,1161,1243,1074,930,1462,1515,1380
GENE01749,46,44,62,35,29,94,57,31,25,40,62,34
GENE01750,336,691,1086,1611,2082,1181,633,736,721,950,1762,1272
GENE01751,202,240,122,121,109,90,103,129,45,88,127,70
GENE01752,2537,1365,1978,2017,1897,2458,1179,425,929,615,1385,1380
GENE01753,72,10,65,36,56,72,63,52,41,113,54,54
GENE01754,154,131,51,92,103,73,88,86,109,89,54,54
GENE01755,108,171,155,66,297,145,194,307,248,194,177,80
GENE01756,263,284,291,210,407,121,174,224,220,144,164,100
GENE01757,8,2,2,6,8,13,3,13,15,11,18,8
GENE01758,757,264,258,714,177,365,428,544,559,675,321,498
GENE01759,13,24,14,33,21,26,28,28,26,27,16,22
GENE01760,170,110,116,182,72,106,142,118,78,195,177,105
GENE01761,166,193,237,210,174,168,193,238,169,183,136,228
GENE01762,16,13,11,16,10,20,18,18,21,15,14,5
GENE01763,177,159,77,112,172,116,205,264,213,49,220,186
GENE01764,304,575,442,467,511,419,330,306,658,375,305,355
GENE01765,62,95,65,88,41,83,90,70,22,78,169,53
GENE01766,6,11,4,13,2,4,5,9,3,4,7,2
GENE01767,57,71,132,111,107,33,41,45,125,64,68,65
GENE01768,2097,820,1851,3489,2840,1998,1160,2840,1270,1765,1075,1831
GENE01769,200,228,171,118,200,81,210,144,81,317,211,213
GENE01770,7,6,9,28,10,6,6,9,14,22,14,5
GENE01771,77,145,298,89,215,135,244,89,87,199,149,109
GENE01772,632,559,1100,648,534,451,695,738,643,846,822,583
GENE01773,60,132,141,126,68,75,115,109,90,82,51,71
GENE01774,57,55,9,22,41,37,74,60,54,35,65,27
GENE01775,15,3,8,12,10,2,8,7,7,4,5,7
GENE01776,84,56,88,149,72,56,65,49,32,128,83,118
GENE01777,8,13,3,6,9,8,3,7,9,5,10,5
GENE01778,4,3,1,12,4,8,8,3,4,10,9,2
