gene_id,CONT1,CONT2,CONT3,CONT4,CONT5,CONT6,TREA1,TREA2,TREA3,TREA4,TREA5,TREA6
GENE01330,1712,1323,1096,965,1392,1119,2299,2984,2093,1706,1619,848
GENE01331,4,8,8,9,8,7,0,6,0,5,0,2
GENE01332,503,428,614,800,569,669,426,808,205,368,272,1041
GENE01333,306,433,392,645,643,768,192,91,136,150,154,170
GENE01334,234,384,133,265,170,230,607,834,353,777,794,545
GENE01335,270,182,208,312,156,234,400,150,79,91,163,246
GENE01336,277,559,289,450,325,507,407,342,807,345,662,361
GENE01337,66,356,225,125,77,93,148,106,267,220,87,172
GENE01338,628,88,209,78,306,188,257,392,185,166,129,158
GENE01339,56,69,98,85,83,32,40,84,96,84,52,48
GENE01340,24,20,31,16,6,13,20,26,38,63,33,19
GENE01341,1502,954,1403,1261,1259,879,1492,535,717,899,1310,675
GENE01342,3,4,12,13,2,7,0,4,4,3,1,7
GENE01343,262,102,192,122,203,249,160,87,245,135,133,185
GENE01344,53,35,63,93,50,45,29,36,51,85,42,93
GENE01345,13,71,46,58,49,23,28,61,36,29,16,27
GENE01346,1228,1016,853,2165,1884,926,1957,1490,1280,1356,1398,1529
GENE01347,743,845,455,533,354,841,790,526,319,1253,557,760
GENE01348,1396,1577,1136,814,1385,1596,1662,1661,1279,1131,1080,1076
GENE01349,338,857,281,258,590,263,293,644,415,398,760,581
GENE01350,509,561,909,414,310,429,717,753,404,372,357,1108
GENE01351,1011,1023,1860,1649,776,1567,1894,2615,2101,1701,1611,1578
GENE01352,275,406,130,136,287,411,309,145,284,204,323,278
GENE01353,292,186,82,129,174,103,196,52,102,283,94,149
GENE01354,234,174,232,436,366,289,309,206,183,108,186,282
GENE01355,1139,596,1382,455,772,1072,1740,919,836,1268,1074,1598
GENE01356,47,31,27,28,16,29,41,52,53,28,36,28
GENE01357,10,16,16,25,9,7,8,13,8,10,5,16
GENE01358,6,2,5,8,4,9,4,3,14,19,10,7
GENE01359,28,31,22,31,24,28,12,16,27,19,20,13
GENE01360,12,7,4,10,2,10,7,5,4,0,5,5
GENE01361,136,686,267,245,308,444,298,354,298,345,331,140
GENE01362,6,2,10,10,11,15,10,2,9,16,11,2
GENE01363,104,60,55,45,114,50,104,62,167,99,123,80
GENE01364,7,8,29,13,3,10,16,12,12,16,14,15
GENE01365,37,66,87,70,87,85,97,52,154,57,56,22
GENE01366,11,3,7,6,7,4,8,6,4,8,4,6
GENE01367,35,26,69,34,33,58,33,50,40,53,48,46
GENE01368,91,57,36,40,59,59,65,105,105,15,47,73
GENE01369,46,43,51,3,53,44,9,13,28,20,5,22
GENE01370,48,28,46,47,44,32,65,14,19,35,13,26
GENE01371,130,178,162,43,241,64,110,162,197,126,117,117
GENE01372,8,11,7,2,7,9,8,18,6,6,6,4
GENE01373,91,112,164,163,20,208,26,112,66,72,39,31
GENE01374,1101,362,828,747,1053,1296,482,815,526,473,506,876
GENE01375,57,261,152,149,142,91,105,137,96,85,145,116
GENE01376,241,323,153,182,402,259,753,578,645,354,1740,573
GENE01377,413,410,278,185,253,276,337,490,303,296,248,322
GENE01378,31,34,65,60,33,35,62,101,119,77,91,113
GENE01379,2310,1963,3535,1267,784,2465,2829,1528,1426,2246,1294,872
GENE01380,533,831,895,846,628,1593,1102,560,326,776,648,646
GENE01381,1944,1669,787,2354,761,1862,679,1365,1075,1978,2366,1176
GENE01382,3,1,10,3,7,6,5,6,10,13,2,4
GENE01383,5,3,7,8,13,14,6,11,13,7,4,8
GENE01384,6,5,3,3,3,4,9,5,4,3,1,1
GENE01385,8,11,13,20,11,4,10,29,20,11,7,10
GENE01386,4,3,10,3,7,6,6,8,3,10,6,5
GENE01387,29,15,10,15,21,14,22,6,21,8,14,13
GENE01388,17,16,12,27,16,36,8,45,32,22,21,20
GENE01389,315,700,186,354,377,544,578,537,455,284,745,515
GENE01390,574,198,678,475,349,627,452,199,818,351,375,164
GENE01391,802,387,723,1464,670,388,624,770,317,497,887,626
GENE01392,1339,1000,1295,1249,707,716,829,964,1227,1891,1081,1437
GENE01393,557,2070,2906,1191,1758,782,803,1749,845,1161,1075,1291
GENE01394,1890,893,591,1123,1683,1333,1586,2352,1300,1564,1077,1272
GENE01395,163,107,268,106,166,241,453,325,338,620,414,998
GENE01396,214,132,117,142,167,180,62,164,147,163,103,252
GENE01397,2259,1366,2181,1384,1622,1343,2100,1006,1965,1456,1771,1394
GENE01398,29,19,4,6,23,9,16,13,12,9,20,14
GENE01399,24,36,14,11,18,30,7,8,4,6,11,12
GENE01400,207,203,322,267,193,333,475,310,242,355,182,309
GENE01401,845,498,535,400,259,817,408,408,645,407,415,301
GENE01402,186,212,245,193,66,130,128,235,121,147,169,171
GENE01403,254,137,257,185,148,292,25,43,36,46,89,42
GENE01404,171,160,184,234,223,209,256,214,160,172,133,226
GENE01405,7,11,4,14,10,16,9,15,11,8,11,7
GENE01406,30,17,26,5,45,70,23,58,51,25,52,13
GENE01407,38,28,36,21,20,42,19,63,53,41,35,18
GENE01408,280,465,662,251,173,227,436,392,240,164,271,628
GENE01409,931,786,605,762,300,792,585,492,474,469,310,765
GENE01410,9,51,14,10,28,59,39,13,21,32,13,28
GENE01411,143,198,115,270,82,107,126,219,206,218,98,270
GENE01412,7,9,2,5,9,2,2,6,16,7,5,5
GENE01413,11,5,8,10,17,10,7,1,3,6,2,1
GENE01414,106,82,158,131,86,87,159,90,62,145,202,72
GENE01415,15,22,15,10,17,28,14,12,20,9,11,9
GENE01416,64,53,84,110,54,52,69,42,87,73,59,76
GENE01417,14,15,15,10,16,15,13,3,14,16,15,7
GENE01418,504,602,268,335,163,138,457,386,285,171,255,228
GENE01419,12,9,10,6,19,15,13,5,7,9,23,10
GENE01420,104,176,38,54,50,66,158,142,78,146,48,98
GENE01421,320,629,581,718,225,438,316,895,487,471,333,636
GENE01422,9,31,38,30,15,12,18,5,11,14,3,19
GENE01423,543,864,899,652,1335,1434,1028,528,668,425,606,552
GENE01424,226,448,307,165,268,321,215,210,322,279,437,255
GENE01425,110,67,73,96,76,87,49,68,52,68,41,62
GENE01426,1492,1461,1903,1766,1271,709,1506,2140,1373,1073,581,426
GENE01427,1094,1116,1569,551,913,1554,1140,1000,1185,718,1410,636
GENE01428,64,101,150,145,83,113,70,59,104,122,52,87
GENE01429,3,11,11,7,7,4,13,16,1,9,4,4
GENE01430,26,10,21,6,5,4,9,10,6,17,17,14
GENE01431,26,48,77,67,83,29,23,32,50,62,48,53
GENE01432,71,71,90,75,58,166,366,133,183,207,265,162
GENE01433,8,4,12,3,2,5,8,9,8,10,4,2
GENE01434,96,42,82,25,63,61,89,38,66,53,57,65
GENE01435,1594,1414,2289,963,1457,1542,1208,1835,850,1040,1247,1704
GENE01436,182,141,133,80,164,92,110,46,92,123,68,89
GENE01437,11,12,12,16,30,18,19,19,8,9,28,20
GENE01438,33,22,14,24,10,13,28,15,27,18,26,13
GENE01439,499,545,540,374,322,408,299,514,195,432,883,271
GENE01440,783,352,689,506,969,563,1513,843,695,1144,324,751
GENE01441,8,6,6,9,4,2,13,2,11,8,13,7
GENE01442,225,265,168,354,342,365,73,62,32,118,121,47
GENE01443,139,296,605,398,663,662,542,599,510,738,463,529
GENE01444,214,94,238,140,202,191,198,397,296,168,323,427
GENE01445,78,62,214,126,125,77,133,115,182,132,113,81
GENE01446,27,42,13,17,55,5,68,63,6,11,68,58
GENE01447,149,202,247,208,156,199,283,108,124,185,120,98
GENE01448,6,8,12,2,1,5,10,0,3,18,8,11
GENE01449,9,3,5,5,4,7,9,5,1,9,7,5
GENE01450,365,186,230,454,290,339,296,301,371,272,212,171
GENE01451,769,644,1324,835,332,648,785,1207,1048,543,676,1432
GENE01452,908,852,1368,1773,1321,1284,564,1353,1204,1163,758,461
GENE01453,1333,971,461,1808,655,1062,372,478,135,358,390,188
GENE01454,40,17,11,18,15,17,32,41,24,52,13,19
GENE01455,34,24,10,16,13,22,8,22,23,29,45,35
GENE01456,55,48,26,27,94,50,17,31,25,89,49,83
GENE01457,216,239,88,145,156,402,288,192,319,242,284,322
GENE01458,8,18,6,3,6,3,3,3,9,5,6,1
GENE01459,737,349,543,535,813,556,719,346,1200,418,1052,605
GENE01460,377,519,662,585,711,1066,438,628,777,403,1003,249
GENE01461,1351,553,1060,2429,961,1269,1169,1634,1045,1755,1134,1212
GENE01462,34,22,19,19,18,30,32,13,11,21,23,27
GENE01463,63,25,49,40,40,14,56,49,32,64,64,67
GENE01464,109,45,44,122,115,145,135,78,60,113,131,93
GENE01465,25,42,7,36,28,27,93,69,68,127,70,27
GENE01466,166,292,210,213,238,176,344,321,306,336,188,254
GENE01467,435,387,230,580,340,236,223,335,361,418,474,568
GENE01468,12,5,4,8,7,4,13,6,8,5,1,10
GENE01469,8,8,11,4,5,13,5,6,10,11,28,19
GENE01470,18,8,17,17,15,10,14,7,13,13,12,14
GENE01471,197,163,140,228,153,283,232,93,283,114,163,106
GENE01472,177,166,43,124,90,126,127,158,156,112,61,91
GENE01473,19,38,50,50,64,33,126,138,110,171,180,221
GENE01474,11,7,27,15,14,9,45,25,46,42,17,70
GENE01475,2497,1407,1165,970,1012,1536,2874,961,1195,1534,909,2020
GENE01476,34,25,35,22,42,25,50,55,48,12,24,25
GENE01477,20,14,26,30,27,25,11,7,22,27,14,42
GENE01478,5,1,3,5,2,13,1,3,0,0,4,2
GENE01479,3282,1996,2087,1925,1667,1660,1667,1752,1018,1979,2512,1965
GENE01480,21,35,83,39,19,34,59,45,53,80,44,43
GENE01481,8,15,5,4,9,4,9,8,10,4,9,9
GENE01482,9,11,7,14,20,15,4,4,8,9,8,3
GENE01483,49,43,104,40,35,56,60,44,46,94,36,50
GENE01484,111,102,34,185,129,84,83,115,139,62,157,118
GENE01485,212,82,68,175,182,81,139,109,175,201,142,138
GENE01486,129,123,76,140,179,176,93,171,111,131,50,92
GENE01487,7,4,21,5,3,13,4,20,14,10,4,5
GENE01488,158,516,191,231,235,265,260,280,249,470,245,126
GENE01489,8,9,19,17,21,10,17,6,9,11,12,32
GENE01490,64,29,100,33,79,77,25,26,71,103,56,30
GENE01491,155,102,267,176,142,83,228,159,136,135,136,307
GENE01492,5,18,15,9,17,23,17,21,8,16,11,6
GENE01493,116,35,67,44,53,66,360,255,134,127,106,116
GENE01494,77,44,55,61,55,81,13,19,21,23,7,14
GENE01495,6,5,5,12,8,11,7,6,4,18,8,5
GENE01496,582,923,741,343,587,517,311,627,480,816,391,458
GENE01497,239,369,161,212,241,419,116,147,170,227,238,196
GENE01498,15,11,14,14,10,8,14,22,26,6,19,16
GENE01499,437,464,463,565,680,758,183,744,599,639,738,297
GENE01500,662,489,598,179,236,342,458,371,476,416,791,698
GENE01501,2726,831,2490,1176,1056,1311,1281,771,1246,886,1482,990
GENE01502,9,26,3,10,8,16,12,19,19,9,16,12
GENE01503,325,621,665,752,352,597,695,1125,811,709,671,898
GENE01504,6,10,11,5,4,14,7,4,10,2,14,8
GENE01505,88,91,52,82,84,38,63,48,34,59,38,102
GENE01506,24,29,11,12,24,37,15,21,24,20,22,13
GENE01507,26,27,23,10,25,15,8,21,30,14,25,31
GENE01508,23,28,30,11,29,45,19,28,43,13,35,17
GENE01509,19,3,4,23,17,17,14,13,9,27,9,11
GENE01510,39,37,69,22,23,38,59,28,27,43,43,47
GENE01511,41,32,10,17,28,54,53,36,27,33,29,21
GENE01512,12,5,10,10,5,6,4,5,5,8,8,10
GENE01513,369,279,190,227,152,175,339,270,326,138,315,116
GENE01514,16,14,14,14,9,9,14,7,10,26,17,13
GENE01515,258,311,358,274,295,212,143,324,168,323,241,120
GENE01516,7,23,29,23,29,10,34,19,3,24,7,21
GENE01517,11,14,9,3,6,13,8,8,20,10,9,5
GENE01518,35,91,69,120,121,67,265,190,369,579,228,76
GENE01519,301,185,571,222,175,243,204,87,160,174,247,323
GENE01520,39,35,71,67,38,16,12,28,52,58,53,122
GENE01521,50,83,53,68,69,33,44,26,59,61,43,60
GENE01522,243,275,940,289,358,530,100,142,123,148,37,130
GENE01523,412,881,246,500,569,517,979,357,435,753,316,681
GENE01524,383,300,299,330,331,331,482,279,345,285,125,309
GENE01525,854,978,1305,498,957,1131,977,1229,574,544,796,511
GENE01526,9,10,10,6,18,19,21,18,19,29,6,12
GENE01527,25,21,43,26,47,17,14,46,37,45,27,51
GENE01528,512,622,798,590,803,762,817,1029,257,1125,483,708
GENE01529,45,43,137,54,23,80,91,78,79,57,94,68
GENE01530,208,232,299,100,311,168,273,428,393,270,158,192
GENE01531,158,202,79,102,85,108,98,59,186,147,184,90
GENE01532,138,173,144,116,302,322,236,307,232,142,383,298
GENE01533,120,525,204,321,256,283,237,387,292,193,556,240
GENE01534,1,0,3,9,9,11,10,7,4,5,4,5
GENE01535,206,61,79,104,73,136,66,60,153,113,90,123
GENE01536,18,19,10,18,42,22,13,16,20,12,14,16
GENE01537,110,109,110,109,137,126,138,102,112,179,104,88
GENE01538,129,164,150,130,69,105,81,216,105,94,43,95
GENE01539,430,543,667,937,489,477,501,342,852,1169,452,559
GENE01540,103,49,44,84,78,73,47,75,58,33,58,86
GENE01541,905,1533,1098,1532,2722,3108,4014,4359,5984,5500,6186,6520
GENE01542,784,1527,1295,461,664,871,3256,3961,1046,2652,4371,2891
GENE01543,17,5,14,7,3,12,10,16,7,7,11,6
GENE01544,372,1018,1733,1565,1617,727,667,723,2271,1094,1206,2102
GENE01545,8,8,4,7,2,10,45,27,39,34,5,17
GENE01546,15,11,6,11,9,12,8,15,12,7,13,8
GENE01547,12,27,5,1,11,19,10,11,10,5,25,8
GENE01548,80,45,152,37,48,83,110,31,72,51,128,24
GENE01549,114,66,60,41,71,72,84,74,54,31,50,78
GENE01550,30,65,74,54,69,70,89,66,69,37,37,65
GENE01551,73,122,145,144,153,157,44,58,98,85,110,105
GENE01552,2,5,5,10,10,8,7,3,5,5,2,11
GENE01553,535,491,1294,523,686,577,1105,542,1139,904,733,706
GENE01554,35,37,37,61,55,20,36,33,62,27,15,31
GENE01555,329,709,356,233,282,523,130,402,240,210,416,188
GENE01556,12,23,12,8,5,5,19,8,36,6,17,26
GENE01557,1528,1201,477,1173,2017,1631,1043,1243,1635,1431,1460,1816
GENE01558,9,10,17,17,27,15,26,11,16,32,31,15
GENE01559,125,56,129,146,203,72,139,84,123,80,54,136
GENE01560,119,94,177,82,124,232,113,290,120,168,130,250
GENE01561,8,7,7,3,4,5,11,8,13,9,16,8
GENE01562,663,187,345,287,432,478,656,328,230,694,376,412
GENE01563,803,1122,1213,1065,1186,526,1104,1281,1259,741,1160,582
GENE01564,45,78,69,55,167,73,129,87,103,74,84,69
GENE01565,1286,973,3273,944,2341,1782,2641,2343,3327,2630,1464,4546
GENE01566,989,2024,1114,2188,1156,2260,1710,1494,2716,2691,1158,2801
GENE01567,22,15,60,32,22,38,14,58,65,79,57,63
GENE01568,27,21,20,22,25,15,20,13,14,10,29,10
GENE01569,10,4,15,24,9,8,10,9,14,6,10,9
GENE01570,3,16,8,23,23,9,10,19,12,10,10,22
GENE01571,36,23,24,20,22,11,24,22,59,25,11,20
GENE01572,387,331,719,447,746,824,699,619,629,402,781,420
GENE01573,7,2,7,10,5,2,3,4,0,4,1,4
GENE01574,13,14,20,29,19,14,5,12,8,15,4,3
GENE01575,15,28,41,25,10,47,21,22,15,55,11,15
GENE01576,105,62,42,85,77,65,48,66,99,83,36,103
GENE01577,21,24,35,17,26,15,29,8,10,44,21,14
GENE01578,979,1038,600,670,1311,794,755,1159,703,1439,589,1148
GENE01579,930,632,271,1021,782,913,872,785,1097,967,816,796
GENE01580,43,69,38,26,52,53,42,63,120,23,64,38
GENE01581,1283,783,794,417,840,587,813,326,357,717,447,1226
GENE01582,12,3,2,12,12,11,4,13,6,9,5,7
GENE01583,29,24,35,29,17,27,33,14,38,31,43,34
GENE01584,720,395,645,752,2307,1116,1093,1433,825,979,660,1192
GENE01585,272,267,348,141,243,306,316,330,262,137,398,373
GENE01586,102,243,81,101,129,84,140,117,226,112,185,148
GENE01587,267,297,130,107,217,326,337,333,199,171,332,321
GENE01588,15,14,5,13,13,15,7,7,11,12,10,25
GENE01589,431,488,292,311,294,406,495,598,387,564,509,472
GENE01590,259,139,92,202,133,255,249,219,104,278,148,249
GENE01591,122,143,114,72,125,107,93,233,58,170,254,106
GENE01592,99,162,226,174,309,117,121,214,167,175,63,119
GENE01593,11,5,22,12,15,12,8,6,15,16,14,9
GENE01594,39,62,46,94,83,71,54,49,50,71,20,65
GENE01595,1572,537,787,1791,888,627,1916,1773,1076,1249,1448,1397
GENE01596,7,6,11,13,13,16,7,19,7,5,6,14
GENE01597,1109,537,585,383,651,955,604,912,476,1107,171,912
GENE01598,48,48,70,45,94,54,61,73,70,53,44,83
GENE01599,53,159,58,133,54,145,43,98,159,63,125,79
GENE01600,102,33,52,106,56,86,83,49,56,115,75,71
GENE01601,5,19,18,4,11,15,12,15,13,16,9,8
GENE01602,29,29,18,17,35,43,23,10,17,15,10,27
GENE01603,975,1366,436,1213,2075,1332,1499,472,1467,1497,862,1171
GENE01604,2259,2011,1533,1523,932,1837,1516,4035,1154,1097,677,1648
GENE01605,518,350,534,262,605,1134,591,437,627,526,670,719
GENE01606,27,24,17,23,12,10,7,30,29,17,20,7
GENE01607,6,11,7,18,11,4,5,5,8,15,8,7
GENE01608,23,17,10,16,10,7,21,21,22,23,14,11
GENE01609,62,118,43,36,31,56,56,47,93,87,102,65
GENE01610,21,30,14,33,29,23,35,31,16,14,22,26
GENE01611,56,28,6,18,8,23,14,10,23,14,1,18
GENE01612,3,5,4,6,11,1,4,6,9,5,8,5
GENE01613,1554,1052,655,974,1527,527,683,1037,1259,1269,443,1259
GENE01614,45,47,58,86,47,46,21,19,33,39,27,13
GENE01615,37,70,60,49,42,39,42,54,53,59,19,52
GENE01616,106,114,114,239,63,185,158,229,301,293,335,307
GENE01617,2,6,6,5,6,17,2,3,3,5,2,10
GENE01618,14,7,8,3,9,3,14,10,8,4,2,9
GENE01619,108,82,96,105,41,82,71,80,33,87,47,25
GENE01620,765,367,1670,747,1208,948,567,313,1491,566,743,1319
GENE01621,84,108,159,64,44,95,38,88,52,102,86,59
GENE01622,9,9,7,17,11,17,5,8,8,11,23,10
GENE01623,37,114,52,63,42,22,69,125,38,31,59,29
GENE01624,62,25,48,28,33,97,44,42,41,81,121,86
GENE01625,11,7,8,11,7,7,7,9,19,17,5,8
GENE01626,123,102,98,44,75,63,39,55,39,73,51,53
GENE01627,119,142,183,178,105,207,275,98,122,226,179,214
GENE01628,30,54,79,84,27,52,44,29,63,59,36,44
GENE01629,903,612,345,654,518,341,273,621,365,534,339,265
GENE01630,1076,1192,1742,1373,1131,394,1090,1485,748,1113,1356,2191
GENE01631,51,100,123,39,58,88,95,70,36,99,148,79
GENE01632,1557,875,1484,846,789,706,1134,1476,1150,866,1514,1351
GENE01633,22,67,18,46,20,38,37,38,60,17,27,39
GENE01634,637,623,2097,727,995,1158,832,1273,1365,945,1149,1305
GENE01635,3,5,12,7,1,8,5,3,6,4,4,5
GENE01636,8,8,7,13,13,7,5,10,2,10,2,12
GENE01637,106,106,27,37,57,105,21,17,17,45,18,17
GENE01638,128,60,224,121,196,154,144,188,186,184,270,182
GENE01639,66,19,29,55,33,39,57,39,33,75,40,61
GENE01640,55,28,14,54,47,74,22,58,48,50,27,33
GENE01641,337,257,351,215,186,418,409,333,432,171,183,278
GENE01642,12,27,32,20,13,12,5,23,17,15,25,16
GENE01643,520,248,385,407,324,518,124,475,579,298,604,866
GENE01644,67,70,94,76,46,53,49,61,50,42,51,67
GENE01645,62,60,21,64,89,60,12,20,15,25,12,13
GENE01646,376,176,206,159,220,111,138,243,196,295,157,135
GENE01647,1610,2138,1394,2279,1441,936,2524,4806,2972,4987,3226,9424
GENE01648,229,88,232,158,170,175,299,184,219,146,145,252
GENE01649,10,6,6,6,7,5,4,9,7,14,7,7
GENE01650,82,63,32,11,86,43,93,74,66,36,83,47
GENE01651,200,320,187,124,108,144,170,158,251,173,153,144
GENE01652,49,20,34,23,54,37,21,4,10,19,5,10
GENE01653,18,17,12,14,13,6,18,5,17,15,22,16
GENE01654,46,102,93,138,54,119,39,104,63,53,84,128
GENE01655,308,308,296,347,121,397,1114,1490,1002,1255,912,1557
GENE01656,110,136,216,58,58,37,149,116,88,53,89,111
GENE01657,147,338,234,324,284,159,352,237,290,228,319,242
GENE01658,221,274,105,255,129,149,192,234,140,117,71,195
GENE01659,49,41,57,75,65,27,50,51,22,42,43,71
GENE01660,11,3,4,9,17,14,12,5,15,8,13,6
GENE01661,549,260,750,553,478,740,916,449,402,463,937,479
GENE01662,766,617,642,1297,687,484,802,493,1080,704,416,259
GENE01663,661,1073,616,255,356,457,503,677,447,843,456,1216
GENE01664,8,6,4,3,19,7,6,9,7,8,9,5
GENE01665,12,22,12,12,16,6,19,4,20,11,8,11
GENE01666,158,449,255,624,535,554,468,218,389,258,116,669
GENE01667,9,7,6,11,8,3,5,9,19,16,6,8
GENE01668,254,436,295,507,351,331,516,388,248,187,509,207
GENE01669,30,18,18,16,17,9,26,19,14,6,14,33
GENE01670,272,236,425,193,456,276,224,312,245,317,191,140
GENE01671,521,301,306,602,338,268,345,368,334,258,220,324
GENE01672,546,1654,1097,883,1568,797,2050,1401,1013,1026,1285,932
GENE01673,48,53,57,92,53,116,42,25,68,51,56,60
GENE01674,212,201,168,246,409,348,194,151,278,298,292,188
GENE01675,47,148,108,82,61,77,63,134,85,123,58,104
GENE01676,380,316,357,184,204,259,349,265,175,216,237,300
GENE01677,116,138,192,146,114,105,245,43,114,198,80,303
GENE01678,98,50,122,113,191,117,101,239,164,74,151,129
GENE01679,1,3,7,10,5,8,4,11,6,3,9,1
GENE01680,236,230,304,269,140,387,341,288,123,253,326,283
GENE01681,1339,926,621,1045,635,1076,1730,904,1216,1740,2065,1544
GENE01682,328,233,509,225,222,265,798,332,257,427,363,453
GENE01683,11,36,28,11,29,29,28,88,64,52,69,26
GENE01684,50,46,39,80,32,42,118,95,87,247,188,230
GENE01685,20,2,11,7,30,14,21,12,18,30,14,9
GENE01686,1553,2927,1972,2336,2735,866,1412,1619,1750,3681,2704,3277
GENE01687,114,101,57,104,83,126,59,48,81,77,71,79
GENE01688,116,66,143,48,60,159,311,216,137,385,431,267
GENE01689,513,609,548,1151,905,933,994,1190,750,1150,879,369
GENE01690,1,11,7,9,9,8,7,7,8,7,7,0
GENE01691,214,285,286,621,460,237,627,327,211,355,584,432
GENE01692,13,21,19,25,37,19,6,9,10,4,16,5
GENE01693,2,21,26,37,13,11,29,14,16,15,37,16
GENE01694,204,95,210,303,96,554,206,229,422,262,87,212
GENE01695,16,65,50,25,27,13,20,31,20,41,27,20
GENE01696,73,98,38,103,40,80,74,50,35,51,71,37
GENE01697,549,305,637,386,126,554,367,634,768,608,562,214
GENE01698,136,240,294,234,244,154,64,49,13,107,50,72
GENE01699,308,287,480,518,350,629,1080,2209,1432,965,2655,1932
GENE01700,45,51,145,59,54,130,133,84,58,70,102,41
GENE01701,97,86,40,111,139,116,25,41,43,21,9,34
GENE01702,1533,455,701,1058,561,904,4347,5494,2883,3614,1652,1946
GENE01703,71,131,68,130,73,149,52,104,83,101,118,135
GENE01704,3,6,5,6,3,10,6,13,9,6,11,1
GENE01705,919,839,1521,2093,980,626,981,1508,936,1909,310,2559
GENE01706,100,105,188,69,52,135,79,53,115,52,41,55
GENE01707,342,528,1021,1112,1530,1231,445,648,972,1331,572,1050
GENE01708,307,145,168,251,190,102,371,119,181,139,160,137
GENE01709,257,349,215,463,272,201,572,192,309,603,611,411
GENE01710,12,13,4,11,36,26,17,7,6,30,26,28
GENE01711,29,16,31,22,10,21,6,6,28,24,19,9
GENE01712,70,57,69,102,146,83,68,83,66,44,41,56
GENE01713,1877,712,391,671,1048,350,876,2243,2398,1866,1797,3071
GENE01714,31,26,22,24,32,29,30,35,21,10,4,27
GENE01715,5,3,16,19,12,10,17,2,8,10,9,14
GENE01716,20,9,10,14,24,30,25,6,25,8,25,28
GENE01717,876,346,262,661,491,624,304,755,627,514,612,753
GENE01718,3,5,3,4,4,7,6,3,7,12,12,4
GENE01719,82,132,137,132,118,123,79,178,51,62,57,150
GENE01720,30,23,19,15,9,14,16,14,14,35,32,15
GENE01721,23,45,33,36,26,28,34,33,34,22,39,101
GENE01722,5,8,7,7,3,3,7,6,5,11,4,3
GENE01723,41,48,46,20,44,55,61,47,40,24,57,49
GENE01724,67,42,72,100,66,72,45,57,27,49,66,59
GENE01725,1174,737,248,814,300,872,1261,501,957,609,566,489
GENE01726,291,286,714,593,268,269,456,452,499,230,444,124
GENE01727,781,1448,550,949,874,473,230,444,754,588,356,771
GENE01728,13,7,8,5,2,4,8,11,5,6,8,8
GENE01729,25,31,22,30,33,17,21,36,25,19,12,17
GENE01730,40,17,15,36,41,27,42,13,19,84,27,28
GENE01731,170,119,105,202,91,280,112,111,163,137,336,156
GENE01732,151,151,192,139,194,141,113,160,106,213,138,117
GENE01733,26,34,50,64,38,55,50,52,96,61,58,73
GENE01734,253,346,100,219,390,193,157,165,136,292,176,238
GENE01735,16,33,28,32,35,23,36,42,37,27,33,13
GENE01736,19,24,22,27,19,11,24,30,23,30,10,14
GENE01737,38,41,23,19,37,54,21,30,50,82,57,18
GENE01738,390,527,538,743,464,862,964,536,975,258,809,861
GENE01739,284,233,361,634,314,200,317,162,445,587,368,230
GENE01740,19,10,17,8,15,10,7,22,6,10,11,9
GENE01741,505,319,507,319,863,347,1839,1184,1326,1136,1205,1925
GENE01742,4,9,6,14,5,3,1,5,1,1,0,2
GENE01743,662,917,277,1410,853,1755,1047,1091,924,1247,1249,871
GENE01744,159,86,70,130,91,174,112,49,83,66,144,84
GENE01745,131,117,153,109,140,81,174,133,98,207,172,48
GENE01746,733,706,1008,802,908,773,733,974,694,1031,802,1094
GENE01747,209,227,215,279,109,420,151,229,250,385,388,220
GENE01748,1862,543,1464,2382,2436,1319,1243,1113,924,855,1140,936
GENE01749,78,21,29,46,85,53,57,39,34,20,31,68
GENE01750,1175,1155,1196,2349,663,1134,633,1121,1229,1313,828,1423
GENE01751,181,157,78,57,170,77,103,112,57,143,209,93
GENE01752,599,1687,1846,2028,2416,1380,1179,1315,1315,2442,1545,895
GENE01753,79,73,42,39,57,47,63,55,48,69,62,65
GENE01754,95,92,150,127,78,99,88,65,171,109,65,101
GENE01755,127,131,196,447,253,160,65,63,105,51,36,48
GENE01756,156,226,200,158,323,298,174,203,96,350,209,202
GENE01757,12,14,7,5,10,13,3,15,15,10,8,9
GENE01758,642,403,677,626,413,748,428,696,712,440,476,380
GENE01759,10,18,36,14,34,14,28,7,21,10,22,17
GENE01760,99,78,219,104,127,105,142,54,118,92,204,48
GENE01761,186,409,178,278,246,226,64,38,68,21,46,58
GENE01762,7,12,6,25,17,14,18,15,11,9,7,5
GENE01763,172,183,183,166,131,146,205,183,207,235,98,63
GENE01764,582,279,296,373,341,237,1002,895,1015,2207,1640,1577
GENE01765,76,93,87,54,57,73,90,48,134,86,103,40
GENE01766,7,7,19,4,12,9,5,5,5,13,5,7
GENE01767,53,61,77,69,58,126,41,21,76,43,62,45
GENE01768,1859,1749,2389,1096,1272,1339,1160,1465,2593,1113,1895,1722
GENE01769,155,287,182,243,159,296,210,158,92,135,195,229
GENE01770,14,17,9,18,15,14,6,26,10,10,18,23
GENE01771,152,145,58,169,133,180,244,160,224,193,214,73
GENE01772,609,849,699,333,473,630,695,750,1226,684,497,781
GENE01773,136,59,200,71,80,85,115,128,101,178,97,81
GENE01774,31,19,27,56,55,46,229,173,199,258,156,97
GENE01775,8,7,4,8,3,3,17,15,7,15,26,8
GENE01776,156,99,67,92,73,65,45,80,77,67,49,41
